POLICY_NUMBER,ACCRUAL_DATE,LAST_CHG_DATE,LAST_CHG_TIME,LOAN_BALANCE,ORIG_LOAN_AMOUNT,LOAN_AMT_ADDED,ACCRUED_INT_AMT,INTEREST_RATE,INTEREST_TYPE,INT_METHOD,STATUS_CODE,TYPE_CODE,LAST_REPAY_DATE,CAPITALIZED_DATE,INT_START_DATE,_LATEST_BALANCE_CLASS
9010796464   ,    20180314,     20180322,       144419,         .00,         4578.96,      -4578.96,            .00,        .0740,F            ,D         ,H          ,         ,       20180314,               0,      20180314,ZERO_BALANCE_HOLD
9010796912   ,    20090116,     20090317,       234548,      730.79,          703.23,         27.56,            .00,        .0740,F            ,D         ,R          ,A        ,              0,        20090116,      20090116,ACTIVE_CANDIDATE
9010797196   ,    20060918,     20060919,        93148,         .00,          166.61,       -166.61,            .00,        .0740,F            ,D         ,H          ,R        ,       20060918,               0,      20060918,ZERO_BALANCE_HOLD
9010797197   ,    20250610,     20250610,       180228,     2164.55,         2004.37,        160.18,            .00,        .0740,F            ,D         ,A          ,R        ,       20250609,        20250610,      20250610,ACTIVE_CANDIDATE
9010798018   ,    20260113,     20260209,       125434,         .00,          101.79,       -101.79,            .00,        .0740,F            ,D         ,H          ,R        ,       20260113,               0,      20260113,ZERO_BALANCE_HOLD
9010800286   ,    20160701,     20160830,       194514,      130.67,          121.00,          9.67,            .00,        .0740,F            ,D         ,R          ,A        ,              0,        20160701,      20160701,ACTIVE_CANDIDATE
9010802647   ,    20130715,     20130913,       194260,      146.87,          136.00,         10.87,            .00,        .0740,F            ,D         ,R          ,A        ,              0,        20130715,      20130715,ACTIVE_CANDIDATE
9010803025   ,    20211027,     20211108,       145332,         .00,         7698.68,      -7698.68,            .00,        .0740,F            ,D         ,H          ,         ,       20211027,               0,      20211027,ZERO_BALANCE_HOLD
9010803026   ,    20260509,     20260528,        92745,         .00,        14803.50,     -14803.50,            .00,        .0740,F            ,D         ,H          ,         ,       20260509,               0,      20260509,ZERO_BALANCE_HOLD
9010803417   ,    20220822,     20220825,       121034,         .00,        13900.46,     -13900.46,            .00,        .0740,F            ,D         ,H          ,         ,       20220822,               0,      20220822,ZERO_BALANCE_HOLD
9010804608   ,    20120208,     20120214,        74745,         .00,         1193.72,      -1193.72,            .00,        .0740,F            ,D         ,H          ,R        ,       20120208,               0,      20120208,ZERO_BALANCE_HOLD
9010804711   ,    20250730,     20250731,       110410,     1876.18,         2024.82,       -148.64,            .00,        .0740,F            ,D         ,H          ,R        ,       20250716,               0,      20250730,ACTIVE_CANDIDATE
9010806596   ,    20260303,     20260520,       115210,         .00,           28.63,        -28.63,            .00,        .0740,F            ,D         ,H          ,         ,       20260303,               0,      20260303,ZERO_BALANCE_HOLD
9010806606   ,    20181107,     20181101,        93727,         .00,         2018.11,      -2018.11,            .00,        .0740,F            ,D         ,H          ,         ,       20181107,               0,      20181107,ZERO_BALANCE_HOLD
9010806653   ,    20220915,     20221114,       181348,       18.46,           17.20,          1.26,            .00,        .0740,F            ,D         ,R          ,A        ,              0,        20220915,      20220915,ACTIVE_CANDIDATE
9010807566   ,    20250822,     20250822,       180436,    15841.79,        14669.50,       1172.29,            .00,        .0740,F            ,D         ,A          ,R        ,       20190909,        20250822,      20250822,ACTIVE_CANDIDATE
9010808106   ,    20140525,     20140724,       192442,         .00,         1008.60,      -1008.60,            .00,        .0740,F            ,D         ,H          ,         ,       20140525,               0,      20140525,ZERO_BALANCE_HOLD
9010808548   ,    20250901,     20250903,       180230,    17141.82,        15873.33,       1268.49,            .00,        .0740,F            ,D         ,A          ,R        ,       20191016,        20250901,      20250901,ACTIVE_CANDIDATE
9010808831   ,    20251031,     20251111,       135758,      426.10,          400.00,         26.10,            .00,        .0740,F            ,D         ,A          ,R        ,              0,        20251031,      20251031,ACTIVE_CANDIDATE
9010808895   ,    20140805,     20140815,        85331,         .00,         2282.38,      -2282.38,            .00,        .0740,F            ,D         ,H          ,R        ,       20140805,               0,      20140805,ZERO_BALANCE_HOLD
9010808901   ,    20110225,     20110302,        81222,         .00,         3104.80,      -3104.80,            .00,        .0740,F            ,D         ,H          ,R        ,       20110225,               0,      20110225,ZERO_BALANCE_HOLD
9010809317   ,    20260112,     20260113,       121624,     2238.48,         2125.45,        113.03,            .00,        .0740,F            ,D         ,A          ,R        ,       20260112,        20260112,      20260112,ACTIVE_CANDIDATE
9010809320   ,    20260112,     20260113,       121420,     1548.37,         1557.91,         -9.54,            .00,        .0740,F            ,D         ,H          ,R        ,       20260112,               0,      20260112,ACTIVE_CANDIDATE
9010809333   ,    20151214,     20151215,        80504,         .00,           80.64,        -80.64,            .00,        .0740,F            ,D         ,H          ,R        ,       20151214,               0,      20151214,ZERO_BALANCE_HOLD
9010809353   ,    20220617,     20220617,        91160,         .00,           51.61,        -51.61,            .00,        .0740,F            ,D         ,H          ,         ,       20220617,               0,      20220617,ZERO_BALANCE_HOLD
9010809581   ,    20251029,     20251029,       112247,         .00,           96.11,        -96.11,            .00,        .0740,F            ,D         ,H          ,         ,       20251029,               0,      20251029,ZERO_BALANCE_HOLD
9010809966   ,    20180826,     20180820,       110801,         .00,         4748.37,      -4748.37,            .00,        .0740,F            ,D         ,H          ,         ,       20180826,               0,      20180826,ZERO_BALANCE_HOLD
9010810194   ,    20221021,     20221021,       123830,         .00,             .07,          -.07,            .00,        .0740,F            ,D         ,H          ,R        ,       20221021,               0,      20221021,ZERO_BALANCE_HOLD
9010810271   ,    20191005,     20191031,       105344,         .00,        10509.48,     -10509.48,            .00,        .0740,F            ,D         ,H          ,         ,       20191005,               0,      20191005,ZERO_BALANCE_HOLD
9010810504   ,    20220824,     20221005,       141505,         .00,          726.43,       -726.43,            .00,        .0740,F            ,D         ,H          ,         ,       20220824,               0,      20220824,ZERO_BALANCE_HOLD
9010810539   ,    20200201,     20200213,       151942,         .00,         3506.23,      -3506.23,            .00,        .0740,F            ,D         ,H          ,         ,       20200201,               0,      20200201,ZERO_BALANCE_HOLD
9010810691   ,    20101008,     20101012,       133805,         .00,         1012.26,      -1012.26,            .00,        .0740,F            ,D         ,H          ,R        ,       20101008,               0,      20101008,ZERO_BALANCE_HOLD
9010810912   ,    20180610,     20180712,       133226,         .00,         5046.22,      -5046.22,            .00,        .0740,F            ,D         ,H          ,         ,       20180610,               0,      20180610,ZERO_BALANCE_HOLD
9010811204   ,    20230824,     20231004,       134527,         .00,         5384.30,      -5384.30,            .00,        .0740,F            ,D         ,H          ,         ,       20230824,               0,      20230824,ZERO_BALANCE_HOLD
