PLAN,AGE,CNTL,CV0,CV1,CV2,CV3,CV4,CV5,CV6,CV7,CV8,CV9,GENDER,UWCLASS,BAND,ISSCNTRY,ISSUEST,EFFDATE
103PFN,22,03,212.28,223.95,235.89,248.10,260.55,273.24,286.18,299.39,312.89,326.67,F,NS,00,0000,00,19000101
103PFN,22,04,340.73,355.10,369.76,384.71,399.94,415.44,431.18,447.17,463.38,479.76,F,NS,00,0000,00,19000101
103PFN,22,05,496.27,512.93,529.70,546.57,563.52,580.54,597.59,614.71,631.87,648.69,F,NS,00,0000,00,19000101
103PFN,22,06,665.11,681.28,697.18,712.74,728.35,743.33,757.78,771.77,785.76,801.23,F,NS,00,0000,00,19000101
103PFN,22,07,817.62,834.58,852.18,870.69,891.69,917.25,952.05,,,,F,NS,00,0000,00,19000101
103PFN,23,00,.00,.00,.00,2.18,7.03,12.09,17.34,22.81,28.49,34.40,F,NS,00,0000,00,19000101
103PFN,23,01,40.54,46.90,53.48,60.32,67.39,74.75,82.39,90.32,98.56,107.11,F,NS,00,0000,00,19000101
103PFN,23,02,115.97,125.13,134.60,144.37,154.44,164.79,175.44,186.36,197.57,209.03,F,NS,00,0000,00,19000101
103PFN,23,03,220.75,232.74,245.00,257.50,270.24,283.24,296.50,310.06,323.90,338.02,F,NS,00,0000,00,19000101
103PFN,23,04,352.44,367.16,382.18,397.47,413.03,428.84,444.89,461.16,477.61,494.20,F,NS,00,0000,00,19000101
103PFN,23,05,510.92,527.77,544.70,561.72,578.81,595.94,613.12,630.35,647.24,663.73,F,NS,00,0000,00,19000101
103PFN,23,06,679.96,695.93,711.55,727.23,742.27,756.78,770.83,784.88,800.41,816.87,F,NS,00,0000,00,19000101
103PFN,23,07,833.90,851.57,870.15,891.24,916.91,951.85,,,,,F,NS,00,0000,00,19000101
103PFN,24,00,.00,.00,.00,2.72,7.81,13.08,18.58,24.29,30.22,36.38,F,NS,00,0000,00,19000101
103PFN,24,01,42.77,49.38,56.25,63.35,70.74,78.42,86.38,94.66,103.24,112.14,F,NS,00,0000,00,19000101
103PFN,24,02,121.34,130.85,140.67,150.77,161.17,171.87,182.84,194.09,205.60,217.38,F,NS,00,0000,00,19000101
103PFN,24,03,229.42,241.73,254.28,267.08,280.13,293.45,307.07,320.97,335.15,349.63,F,NS,00,0000,00,19000101
103PFN,24,04,364.42,379.50,394.86,410.49,426.36,442.48,458.83,475.35,492.01,508.80,F,NS,00,0000,00,19000101
103PFN,24,05,525.72,542.73,559.82,576.98,594.19,611.45,628.75,645.72,662.27,678.58,F,NS,00,0000,00,19000101
103PFN,24,06,694.61,710.30,726.05,741.16,755.73,769.83,783.94,799.55,816.08,833.18,F,NS,00,0000,00,19000101
103PFN,24,07,850.92,869.59,890.77,916.55,951.64,,,,,,F,NS,00,0000,00,19000101
103PFN,25,00,.00,.00,.00,3.32,8.62,14.14,19.87,25.83,32.02,38.43,F,NS,00,0000,00,19000101
103PFN,25,01,45.08,51.97,59.11,66.53,74.24,82.25,90.56,99.18,108.12,117.36,F,NS,00,0000,00,19000101
103PFN,25,02,126.91,136.78,146.93,157.38,168.12,179.14,190.44,202.01,213.83,225.93,F,NS,00,0000,00,19000101
103PFN,25,03,238.30,250.91,263.76,276.87,290.25,303.93,317.89,332.14,346.69,361.54,F,NS,00,0000,00,19000101
103PFN,25,04,376.69,392.12,407.82,423.77,439.96,456.38,472.97,489.71,506.58,523.57,F,NS,00,0000,00,19000101
103PFN,25,05,540.66,557.83,575.07,592.35,609.69,627.07,644.11,660.74,677.12,693.23,F,NS,00,0000,00,19000101
103PFN,25,06,708.99,724.81,739.99,754.62,768.79,782.97,798.64,815.24,832.43,850.25,F,NS,00,0000,00,19000101
103PFN,25,07,869.00,890.28,916.17,951.42,,,,,,,F,NS,00,0000,00,19000101
103PFN,26,00,.00,.00,.00,3.90,9.45,15.21,21.20,27.42,33.86,40.54,F,NS,00,0000,00,19000101
103PFN,26,01,47.46,54.63,62.09,69.84,77.88,86.23,94.90,103.88,113.16,122.76,F,NS,00,0000,00,19000101
103PFN,26,02,132.67,142.87,153.37,164.16,175.24,186.59,198.21,210.10,222.25,234.68,F,NS,00,0000,00,19000101
103PFN,26,03,247.34,260.26,273.43,286.88,300.62,314.65,328.96,343.58,358.51,373.73,F,NS,00,0000,00,19000101
103PFN,26,04,389.23,405.00,421.03,437.30,453.79,470.47,487.28,504.23,521.31,538.48,F,NS,00,0000,00,19000101
103PFN,26,05,555.73,573.05,590.41,607.83,625.29,642.42,659.13,675.59,691.77,707.61,F,NS,00,0000,00,19000101
103PFN,26,06,723.50,738.75,753.46,767.69,781.93,797.68,814.37,831.63,849.54,868.38,F,NS,00,0000,00,19000101
103PFN,26,07,889.76,915.77,951.19,,,,,,,,F,NS,00,0000,00,19000101
103PFN,27,00,.00,.00,.00,4.53,10.32,16.34,22.59,29.07,35.77,42.73,F,NS,00,0000,00,19000101
103PFN,27,01,49.94,57.44,65.22,73.31,81.70,90.40,99.43,108.76,118.41,128.36,F,NS,00,0000,00,19000101
103PFN,27,02,138.62,149.16,160.01,171.14,182.55,194.23,206.17,218.39,230.88,243.61,F,NS,00,0000,00,19000101
103PFN,27,03,256.59,269.83,283.34,297.15,311.25,325.63,340.32,355.32,370.62,386.19,F,NS,00,0000,00,19000101
103PFN,27,04,402.05,418.15,434.50,451.08,467.84,484.74,501.77,518.93,536.19,553.52,F,NS,00,0000,00,19000101
103PFN,27,05,570.93,588.38,605.89,623.43,640.64,657.44,673.98,690.24,706.15,722.13,F,NS,00,0000,00,19000101
103PFN,27,06,737.45,752.23,766.54,780.85,796.68,813.44,830.80,848.79,867.72,889.21,F,NS,00,0000,00,19000101
103PFN,27,07,915.35,950.95,,,,,,,,,F,NS,00,0000,00,19000101
103PFN,28,00,.00,.00,.00,5.20,11.24,17.53,24.04,30.78,37.78,45.02,F,NS,00,0000,00,19000101
103PFN,28,01,52.56,60.39,68.51,76.94,85.70,94.77,104.15,113.84,123.85,134.16,F,NS,00,0000,00,19000101
103PFN,28,02,144.76,155.66,166.85,178.32,190.06,202.06,214.34,226.90,239.69,252.74,F,NS,00,0000,00,19000101
103PFN,28,03,266.05,279.63,293.51,307.68,322.14,336.91,351.99,367.36,383.02,398.95,F,NS,00,0000,00,19000101
103PFN,28,04,415.14,431.58,448.24,465.08,482.07,499.19,516.44,533.79,551.21,568.71,F,NS,00,0000,00,19000101
103PFN,28,05,586.25,603.85,621.48,638.78,655.66,672.29,688.64,704.63,720.69,736.09,F,NS,00,0000,00,19000101
103PFN,28,06,750.95,765.33,779.72,795.62,812.48,829.92,848.01,867.04,888.63,914.92,F,NS,00,0000,00,19000101
103PFN,28,07,950.69,,,,,,,,,,F,NS,00,0000,00,19000101
103PFN,29,00,.00,.00,.00,5.88,12.19,18.74,25.52,32.56,39.84,47.41,F,NS,00,0000,00,19000101
103PFN,29,01,55.28,63.45,71.93,80.73,89.85,99.28,109.03,119.10,129.46,140.12,F,NS,00,0000,00,19000101
103PFN,29,02,151.08,162.33,173.86,185.66,197.73,210.08,222.70,235.56,248.68,262.06,F,NS,00,0000,00,19000101
103PFN,29,03,275.72,289.67,303.92,318.46,333.31,348.47,363.92,379.67,395.69,411.96,F,NS,00,0000,00,19000101
103PFN,29,04,428.49,445.25,462.18,479.26,496.47,513.82,531.25,548.78,566.36,584.00,F,NS,00,0000,00,19000101
103PFN,29,05,601.70,619.43,636.82,653.79,670.51,686.94,703.03,719.18,734.66,749.60,F,NS,00,0000,00,19000101
103PFN,29,06,764.05,778.52,794.51,811.46,829.00,847.18,866.32,888.03,914.45,950.43,F,NS,00,0000,00,19000101
103PFN,30,00,.00,.00,.24,6.60,13.18,20.00,27.07,34.39,42.01,49.93,F,NS,00,0000,00,19000101
103PFN,30,01,58.14,66.67,75.52,84.69,94.18,103.98,114.10,124.52,135.24,146.27,F,NS,00,0000,00,19000101
103PFN,30,02,157.58,169.18,181.05,193.18,205.60,218.29,231.23,244.43,257.88,271.61,F,NS,00,0000,00,19000101
103PFN,30,03,285.65,299.98,314.60,329.53,344.77,360.32,376.15,392.26,408.63,425.25,F,NS,00,0000,00,19000101
103PFN,30,04,442.10,459.13,476.31,493.62,511.06,528.60,546.22,563.91,581.64,599.44,F,NS,00,0000,00,19000101
103PFN,30,05,617.27,634.77,651.83,668.64,685.17,701.35,717.58,733.16,748.18,762.72,F,NS,00,0000,00,19000101
103PFN,30,06,777.26,793.35,810.39,828.03,846.31,865.56,887.40,913.97,950.15,,F,NS,00,0000,00,19000101
103PFN,31,00,.00,.00,.69,7.32,14.18,21.29,28.66,36.32,44.29,52.55,F,NS,00,0000,00,19000101
103PFN,31,01,61.13,70.03,79.26,88.80,98.66,108.84,119.32,130.11,141.20,152.58,F,NS,00,0000,00,19000101
103PFN,31,02,164.24,176.18,188.39,200.88,213.65,226.66,239.94,253.47,267.29,281.40,F,NS,00,0000,00,19000101
103PFN,31,03,295.82,310.53,325.55,340.88,356.52,372.44,388.65,405.12,421.84,438.79,F,NS,00,0000,00,19000101
103PFN,31,04,455.92,473.19,490.61,508.16,525.80,543.52,561.32,579.16,597.06,615.00,F,NS,00,0000,00,19000101
103PFN,31,05,632.60,649.76,666.67,683.30,699.57,715.91,731.57,746.68,761.31,775.94,F,NS,00,0000,00,19000101
103PFN,31,06,792.12,809.27,827.01,845.40,864.76,886.73,913.46,949.85,,,F,NS,00,0000,00,19000101
103PFN,32,00,.00,.00,1.16,8.06,15.22,22.63,30.35,38.36,46.67,55.30,F,NS,00,0000,00,19000101
103PFN,32,01,64.26,73.54,83.14,93.07,103.31,113.86,124.71,135.87,147.32,159.06,F,NS,00,0000,00,19000101
103PFN,32,02,171.07,183.36,195.92,208.77,221.87,235.22,248.84,262.74,276.95,291.45,F,NS,00,0000,00,19000101
103PFN,32,03,306.25,321.36,336.79,352.53,368.55,384.86,401.43,418.25,435.31,452.54,F,NS,00,0000,00,19000101
103PFN,32,04,469.93,487.45,505.10,522.86,540.69,558.59,576.54,594.56,612.61,630.32,F,NS,00,0000,00,19000101
103PFN,32,05,647.59,664.61,681.34,697.71,714.14,729.91,745.11,759.83,774.55,790.83,F,NS,00,0000,00,19000101
103PFN,32,06,808.08,825.93,844.44,863.92,886.02,912.92,949.54,,,,F,NS,00,0000,00,19000101
103PFN,33,00,.00,.00,1.62,8.83,16.29,24.05,32.11,40.48,49.17,58.19,F,NS,00,0000,00,19000101
103PFN,33,01,67.53,77.19,87.18,97.49,108.11,119.03,130.26,141.78,153.60,165.69,F,NS,00,0000,00,19000101
103PFN,33,02,178.06,190.70,203.63,216.82,230.26,243.96,257.95,272.25,286.85,301.75,F,NS,00,0000,00,19000101
103PFN,33,03,316.96,332.49,348.32,364.45,380.87,397.54,414.47,431.64,448.99,466.49,F,NS,00,0000,00,19000101
103PFN,33,04,484.13,501.89,519.76,537.71,555.73,573.80,591.93,610.09,627.92,645.30,F,NS,00,0000,00,19000101
103PFN,33,05,662.43,679.27,695.75,712.29,728.15,743.46,758.27,773.09,789.47,806.84,F,NS,00,0000,00,19000101
103PFN,33,06,824.80,843.43,863.04,885.28,912.36,949.21,,,,,F,NS,00,0000,00,19000101
103PFN,34,00,.00,.00,2.10,9.61,17.42,25.54,33.97,42.72,51.79,61.20,F,NS,00,0000,00,19000101
103PFN,34,01,70.93,80.98,91.36,102.05,113.05,124.35,135.96,147.85,160.03,172.48,F,NS,00,0000,00,19000101
103PFN,34,02,185.21,198.23,211.50,225.03,238.83,252.92,267.31,282.01,297.01,312.32,F,NS,00,0000,00,19000101
103PFN,34,03,327.96,343.90,360.14,376.66,393.45,410.50,427.78,445.25,462.86,480.62,F,NS,00,0000,00,19000101
103PFN,34,04,498.51,516.50,534.57,552.71,570.90,589.16,607.45,625.39,642.89,660.14,F,NS,00,0000,00,19000101
103PFN,34,05,677.09,693.68,710.33,726.31,741.72,756.63,771.55,788.04,805.52,823.61,F,NS,00,0000,00,19000101
103PFN,34,06,842.37,862.11,884.51,911.76,948.87,,,,,,F,NS,00,0000,00,19000101
103PFN,35,00,.00,.00,2.59,10.46,18.64,27.12,35.93,45.07,54.54,64.34,F,NS,00,0000,00,19000101
103PFN,35,01,74.47,84.92,95.69,106.76,118.15,129.83,141.81,154.07,166.61,179.43,F,NS,00,0000,00,19000101
103PFN,35,02,192.55,205.91,219.54,233.44,247.62,262.12,276.92,292.02,307.45,323.19,F,NS,00,0000,00,19000101
103PFN,35,03,339.25,355.60,372.25,389.15,406.32,423.73,441.32,459.06,476.94,494.96,F,NS,00,0000,00,19000101
103PFN,35,04,513.07,531.27,549.54,567.86,586.25,604.67,622.74,640.36,657.73,674.80,F,NS,00,0000,00,19000101
103PFN,35,05,691.51,708.28,724.37,739.88,754.90,769.93,786.54,804.15,822.36,841.25,F,NS,00,0000,00,19000101
103PFN,35,06,861.13,883.69,911.13,948.50,,,,,,,F,NS,00,0000,00,19000101
103PFN,36,00,.00,.00,3.15,11.38,19.93,28.81,38.02,47.56,57.43,67.63,F,NS,00,0000,00,19000101
103PFN,36,01,78.16,89.00,100.16,111.63,123.40,135.47,147.82,160.45,173.37,186.58,F,NS,00,0000,00,19000101
103PFN,36,02,200.04,213.77,227.77,242.06,256.67,271.58,286.79,302.33,318.19,334.37,F,NS,00,0000,00,19000101
103PFN,36,03,350.84,367.61,384.64,401.93,419.47,437.19,455.06,473.08,491.22,509.47,F,NS,00,0000,00,19000101
103PFN,36,04,527.81,546.21,564.67,583.19,601.74,619.95,637.71,655.20,672.40,689.23,F,NS,00,0000,00,19000101
103PFN,36,05,706.13,722.33,737.96,753.09,768.23,784.97,802.70,821.05,840.08,860.11,F,NS,00,0000,00,19000101
103PFN,36,06,882.83,910.48,948.12,,,,,,,,F,NS,00,0000,00,19000101
103PFN,37,00,.00,.00,3.74,12.36,21.30,30.58,40.20,50.14,60.42,71.04,F,NS,00,0000,00,19000101
103PFN,37,01,81.96,93.21,104.76,116.63,128.79,141.24,153.96,166.98,180.29,193.86,F,NS,00,0000,00,19000101
103PFN,37,02,207.70,221.80,236.20,250.92,265.95,281.28,296.94,312.92,329.22,345.82,F,NS,00,0000,00,19000101
103PFN,37,03,362.72,379.88,397.31,414.98,432.84,450.85,469.00,487.29,505.68,524.16,F,NS,00,0000,00,19000101
103PFN,37,04,542.71,561.30,579.97,598.67,617.01,634.91,652.53,669.87,686.83,703.85,F,NS,00,0000,00,19000101
103PFN,37,05,720.19,735.94,751.18,766.44,783.30,801.17,819.67,838.84,859.03,881.92,F,NS,00,0000,00,19000101
103PFN,37,06,909.79,947.72,,,,,,,,,F,NS,00,0000,00,19000101
103PFN,38,00,.00,.00,4.40,13.41,22.76,32.46,42.49,52.85,63.55,74.56,F,NS,00,0000,00,19000101
103PFN,38,01,85.90,97.55,109.51,121.77,134.31,147.14,160.27,173.68,187.36,201.31,F,NS,00,0000,00,19000101
103PFN,38,02,215.53,230.05,244.88,260.03,275.48,291.27,307.38,323.81,340.55,357.58,F,NS,00,0000,00,19000101
103PFN,38,03,374.88,392.45,410.26,428.26,446.42,464.72,483.16,501.70,520.32,539.02,F,NS,00,0000,00,19000101
103PFN,38,04,557.77,576.58,595.43,613.92,631.96,649.73,667.20,684.30,701.47,717.93,F,NS,00,0000,00,19000101
103PFN,38,05,733.81,749.18,764.55,781.56,799.57,818.21,837.54,857.89,880.97,909.06,F,NS,00,0000,00,19000101
103PFN,38,06,947.30,,,,,,,,,,F,NS,00,0000,00,19000101
103PFN,39,00,.00,.00,5.06,14.50,24.27,34.38,44.84,55.62,66.73,78.16,F,NS,00,0000,00,19000101
103PFN,39,01,89.91,101.97,114.33,126.99,139.93,153.16,166.69,180.48,194.55,208.89,F,NS,00,0000,00,19000101
103PFN,39,02,223.53,238.49,253.77,269.35,285.27,301.52,318.09,334.97,352.14,369.59,F,NS,00,0000,00,19000101
103PFN,39,03,387.31,405.27,423.43,441.74,460.19,478.78,497.48,516.26,535.12,554.02,F,NS,00,0000,00,19000101
103PFN,39,04,573.00,592.01,610.66,628.85,646.77,664.39,681.63,698.94,715.54,731.56,F,NS,00,0000,00,19000101
103PFN,39,05,747.05,762.56,779.71,797.88,816.67,836.17,856.69,879.96,908.29,946.85,F,NS,00,0000,00,19000101
103PFN,40,00,.00,.00,5.76,15.62,25.82,36.37,47.25,58.46,69.99,81.84,F,NS,00,0000,00,19000101
103PFN,40,01,94.01,106.48,119.25,132.30,145.65,159.30,173.22,187.41,201.88,216.65,F,NS,00,0000,00,19000101
103PFN,40,02,231.74,247.15,262.88,278.94,295.33,312.05,329.07,346.40,364.01,381.88,F,NS,00,0000,00,19000101
103PFN,40,03,400.00,418.32,436.79,455.41,474.16,493.02,511.97,531.00,550.07,569.21,F,NS,00,0000,00,19000101
103PFN,40,04,588.39,607.20,625.56,643.64,661.41,678.81,696.27,713.02,729.18,744.81,F,NS,00,0000,00,19000101
103PFN,40,05,760.46,777.76,796.08,815.05,834.72,855.42,878.90,907.48,946.38,,F,NS,00,0000,00,19000101
103PFN,41,00,.00,.00,6.48,16.78,27.42,38.40,49.71,61.35,73.32,85.60,F,NS,00,0000,00,19000101
103PFN,41,01,98.18,111.07,124.24,137.72,151.50,165.54,179.86,194.47,209.37,224.61,F,NS,00,0000,00,19000101
103PFN,41,02,240.16,256.03,272.24,288.79,305.66,322.84,340.33,358.10,376.14,394.43,F,NS,00,0000,00,19000101
103PFN,41,03,412.91,431.56,450.35,469.28,488.32,507.44,526.64,545.89,565.21,584.57,F,NS,00,0000,00,19000101
103PFN,41,04,603.56,622.08,640.33,658.27,675.83,693.45,710.36,726.66,742.44,758.23,F,NS,00,0000,00,19000101
103PFN,41,05,775.69,794.19,813.33,833.18,854.07,877.77,906.62,945.89,,,F,NS,00,0000,00,19000101
103PFN,42,00,.00,.00,7.20,17.95,29.04,40.46,52.21,64.30,76.69,89.41,F,NS,00,0000,00,19000101
103PFN,42,01,102.41,115.72,129.32,143.24,157.42,171.88,186.62,201.68,217.06,232.76,F,NS,00,0000,00,19000101
103PFN,42,02,248.79,265.16,281.86,298.90,316.25,333.91,351.85,370.06,388.53,407.20,F,NS,00,0000,00,19000101
103PFN,42,03,426.02,445.00,464.11,483.34,502.65,522.03,541.47,560.98,580.52,599.70,F,NS,00,0000,00,19000101
103PFN,42,04,618.40,636.83,654.94,672.67,690.47,707.54,724.00,739.93,755.88,773.51,F,NS,00,0000,00,19000101
103PFN,42,05,792.19,811.51,831.56,852.65,876.58,905.71,945.36,,,,F,NS,00,0000,00,19000101
103PFN,43,00,.00,.00,7.93,19.14,30.67,42.54,54.75,67.27,80.11,93.26,F,NS,00,0000,00,19000101
103PFN,43,01,106.70,120.44,134.49,148.82,163.43,178.32,193.53,209.07,224.94,241.12,F,NS,00,0000,00,19000101
103PFN,43,02,257.66,274.53,291.75,309.27,327.11,345.24,363.64,382.30,401.15,420.17,F,NS,00,0000,00,19000101
103PFN,43,03,439.34,458.65,478.06,497.57,517.16,536.79,556.50,576.24,595.61,614.51,F,NS,00,0000,00,19000101
103PFN,43,04,633.12,651.42,669.33,687.31,704.55,721.18,737.28,753.39,771.20,790.07,F,NS,00,0000,00,19000101
103PFN,43,05,809.59,829.84,851.15,875.32,904.75,944.80,,,,,F,NS,00,0000,00,19000101
103PFN,44,00,.00,.00,8.66,20.32,32.31,44.65,57.31,70.29,83.57,97.15,F,NS,00,0000,00,19000101
103PFN,44,01,111.04,125.25,139.73,154.49,169.55,184.91,200.62,216.66,233.02,249.73,F,NS,00,0000,00,19000101
103PFN,44,02,266.78,284.18,301.89,319.92,338.24,356.84,375.70,394.75,413.97,433.35,F,NS,00,0000,00,19000101
103PFN,44,03,452.86,472.49,492.20,512.00,531.84,551.76,571.72,591.29,610.39,629.20,F,NS,00,0000,00,19000101
103PFN,44,04,647.70,665.80,683.97,701.40,718.20,734.47,750.75,768.75,787.82,807.56,F,NS,00,0000,00,19000101
103PFN,44,05,828.02,849.56,873.99,903.73,944.21,,,,,,F,NS,00,0000,00,19000101
103PFN,45,00,.00,.00,9.37,21.50,33.97,46.77,59.90,73.33,87.06,101.11,F,NS,00,0000,00,19000101
103PFN,45,01,115.47,130.11,145.04,160.26,175.80,191.69,207.90,224.44,241.34,258.59,F,NS,00,0000,00,19000101
103PFN,45,02,276.18,294.09,312.32,330.85,349.65,368.72,387.99,407.42,427.01,446.75,F,NS,00,0000,00,19000101
103PFN,45,03,466.59,486.53,506.54,526.61,546.75,566.93,586.72,606.04,625.06,643.76,F,NS,00,0000,00,19000101
103PFN,45,04,662.06,680.44,698.06,715.06,731.51,747.97,766.17,785.45,805.41,826.10,F,NS,00,0000,00,19000101
103PFN,45,05,847.88,872.58,902.65,943.59,,,,,,,F,NS,00,0000,00,19000101
103PFN,46,00,.00,.00,10.06,22.68,35.63,48.91,62.50,76.39,90.60,105.13,F,NS,00,0000,00,19000101
103PFN,46,01,119.95,135.05,150.45,166.17,182.24,198.64,215.38,232.48,249.93,267.72,F,NS,00,0000,00,19000101
103PFN,46,02,285.84,304.29,323.03,342.05,361.34,380.84,400.50,420.32,440.28,460.36,F,NS,00,0000,00,19000101
103PFN,46,03,480.53,500.78,521.08,541.45,561.87,581.89,601.43,620.68,639.60,658.11,F,NS,00,0000,00,19000101
103PFN,46,04,676.70,694.53,711.73,728.37,745.02,763.44,782.94,803.13,824.07,846.10,F,NS,00,0000,00,19000101
103PFN,46,05,871.10,901.51,942.93,,,,,,,,F,NS,00,0000,00,19000101
103PFN,47,00,.00,.00,10.75,23.86,37.30,51.05,65.12,79.50,94.21,109.20,F,NS,00,0000,00,19000101
103PFN,47,01,124.49,140.08,156.00,172.26,188.86,205.80,223.11,240.77,258.78,277.13,F,NS,00,0000,00,19000101
103PFN,47,02,295.80,314.76,334.02,353.55,373.28,393.18,413.24,433.45,453.77,474.19,F,NS,00,0000,00,19000101
103PFN,47,03,494.68,515.23,535.86,556.52,576.79,596.57,616.05,635.20,653.94,672.76,F,NS,00,0000,00,19000101
103PFN,47,04,690.80,708.21,725.05,741.91,760.55,780.29,800.73,821.92,844.22,869.52,F,NS,00,0000,00,19000101
103PFN,47,05,900.31,942.23,,,,,,,,,F,NS,00,0000,00,19000101
103PFN,48,00,.00,.00,11.44,25.05,38.98,53.22,67.79,82.68,97.87,113.35,F,NS,00,0000,00,19000101
103PFN,48,01,129.14,145.25,161.72,178.54,195.70,213.22,231.11,249.35,267.93,286.83,F,NS,00,0000,00,19000101
103PFN,48,02,306.04,325.54,345.32,365.30,385.46,405.77,426.24,446.82,467.50,488.25,F,NS,00,0000,00,19000101
103PFN,48,03,509.06,529.95,550.88,571.40,591.43,611.16,630.55,649.54,668.59,686.87,F,NS,00,0000,00,19000101
103PFN,48,04,704.49,721.55,738.63,757.50,777.50,798.19,819.65,842.24,867.86,899.04,F,NS,00,0000,00,19000101
103PFN,48,05,941.50,,,,,,,,,,F,NS,00,0000,00,19000101
103PFN,49,00,.00,.00,12.11,26.23,40.66,55.42,70.51,85.90,101.59,117.58,F,NS,00,0000,00,19000101
103PFN,49,01,133.91,150.60,167.64,185.02,202.78,220.90,239.39,258.21,277.37,296.83,F,NS,00,0000,00,19000101
103PFN,49,02,316.59,336.63,356.88,377.30,397.89,418.63,439.48,460.43,481.46,502.55,F,NS,00,0000,00,19000101
103PFN,49,03,523.71,544.92,565.72,586.01,606.00,625.65,644.89,664.19,682.71,700.57,F,NS,00,0000,00,19000101
103PFN,49,04,717.86,735.16,754.28,774.55,795.52,817.26,840.15,866.11,897.70,940.72,F,NS,00,0000,00,19000101
103PFN,50,00,.00,.00,12.76,27.39,42.36,57.66,73.26,89.16,105.38,121.94,F,NS,00,0000,00,19000101
103PFN,50,01,138.85,156.13,173.75,191.76,210.13,228.87,247.95,267.38,287.11,307.14,F,NS,00,0000,00,19000101
103PFN,50,02,327.46,347.99,368.69,389.56,410.59,431.73,452.97,474.29,495.67,517.13,F,NS,00,0000,00,19000101
103PFN,50,03,538.62,559.71,580.29,600.55,620.48,639.98,659.55,678.32,696.43,713.96,F,NS,00,0000,00,19000101
103PFN,50,04,731.49,750.88,771.43,792.69,814.73,837.93,864.26,896.29,939.90,,F,NS,00,0000,00,19000101
103PFN,51,00,.00,.00,13.39,28.57,44.09,59.92,76.05,92.50,109.30,126.46,F,NS,00,0000,00,19000101
103PFN,51,01,143.98,161.86,180.12,198.76,217.77,237.13,256.83,276.85,297.17,317.78,F,NS,00,0000,00,19000101
103PFN,51,02,338.60,359.60,380.78,402.10,423.55,445.10,466.73,488.41,510.18,531.98,F,NS,00,0000,00,19000101
103PFN,51,03,553.37,574.24,594.80,615.01,634.79,654.65,673.69,692.06,709.84,727.63,F,NS,00,0000,00,19000101
103PFN,51,04,747.30,768.14,789.70,812.07,835.60,862.30,894.80,939.04,,,F,NS,00,0000,00,19000101
103PFN,52,00,.00,.00,14.03,29.78,45.84,62.22,78.91,95.96,113.38,131.16,F,NS,00,0000,00,19000101
103PFN,52,01,149.31,167.84,186.76,206.06,225.71,245.70,266.02,286.65,307.56,328.70,F,NS,00,0000,00,19000101
103PFN,52,02,350.01,371.50,393.15,414.92,436.79,458.74,480.75,502.84,524.97,546.69,F,NS,00,0000,00,19000101
103PFN,52,03,567.87,588.73,609.25,629.32,649.48,668.81,687.45,705.50,723.55,743.51,F,NS,00,0000,00,19000101
103PFN,52,04,764.67,786.55,809.25,833.14,860.24,893.22,938.12,,,,F,NS,00,0000,00,19000101
103PFN,53,00,.00,.00,14.68,30.99,47.62,64.58,81.89,99.58,117.64,136.07,F,NS,00,0000,00,19000101
103PFN,53,01,154.89,174.11,193.70,213.66,233.96,254.60,275.54,296.78,318.25,339.90,F,NS,00,0000,00,19000101
103PFN,53,02,361.72,383.71,405.81,428.02,450.32,472.67,495.10,517.58,539.63,561.14,F,NS,00,0000,00,19000101
103PFN,53,03,582.33,603.17,623.56,644.02,663.65,682.59,700.91,719.25,739.52,761.00,F,NS,00,0000,00,19000101
103PFN,53,04,783.23,806.28,830.54,858.07,891.56,937.16,,,,,F,NS,00,0000,00,19000101
103PFN,54,00,.00,.00,15.32,32.22,49.45,67.04,85.02,103.37,122.10,141.23,F,NS,00,0000,00,19000101
103PFN,54,01,160.75,180.66,200.94,221.58,242.54,263.83,285.41,307.23,329.22,351.40,F,NS,00,0000,00,19000101
103PFN,54,02,373.74,396.20,418.77,441.43,464.14,486.94,509.78,532.19,554.05,575.58,F,NS,00,0000,00,19000101
103PFN,54,03,596.75,617.47,638.27,658.21,677.45,696.08,714.71,735.31,757.14,779.73,F,NS,00,0000,00,19000101
103PFN,54,04,803.15,827.80,855.77,889.81,936.14,,,,,,F,NS,00,0000,00,19000101
103PFN,55,00,.00,.00,15.95,33.47,51.36,69.63,88.30,107.34,126.79,146.64,F,NS,00,0000,00,19000101
103PFN,55,01,166.89,187.50,208.49,229.81,251.45,273.40,295.58,317.95,340.50,363.21,F,NS,00,0000,00,19000101
103PFN,55,02,386.05,409.00,432.04,455.13,478.31,501.54,524.32,546.55,568.44,589.97,F,NS,00,0000,00,19000101
103PFN,55,03,611.04,632.18,652.47,672.03,690.97,709.91,730.86,753.06,776.02,799.84,F,NS,00,0000,00,19000101
103PFN,55,04,824.91,853.35,887.95,935.07,,,,,,,F,NS,00,0000,00,19000101
103PFN,56,00,.00,.00,16.57,34.77,53.37,72.36,91.73,111.52,131.72,152.32,F,NS,00,0000,00,19000101
103PFN,56,01,173.30,194.65,216.34,238.36,260.69,283.26,306.02,328.96,352.07,375.31,F,NS,00,0000,00,19000101
103PFN,56,02,398.66,422.10,445.60,469.19,492.82,516.00,538.62,560.90,582.80,604.23,F,NS,00,0000,00,19000101
103PFN,56,03,625.75,646.39,666.30,685.56,704.84,726.15,748.74,772.11,796.34,821.85,F,NS,00,0000,00,19000101
