PLAN,AGE,CNTL,TV0,TV1,TV2,TV3,TV4,TV5,TV6,TV7,TV8,TV9,GENDER,UWCLASS,BAND,ISSCNTRY,ISSUEST,EFFDATE
10HPMN,14,03,220.24,230.84,241.72,252.89,264.36,276.14,288.21,300.56,313.15,325.99,M,NS,00,0000,00,19000101
10HPMN,14,04,339.07,352.42,366.05,380.00,394.28,408.87,423.76,438.90,454.24,469.78,M,NS,00,0000,00,19000101
10HPMN,14,05,485.51,501.41,517.49,533.77,550.22,566.83,583.56,600.36,617.15,633.89,M,NS,00,0000,00,19000101
10HPMN,14,06,650.52,667.03,683.41,699.65,715.76,731.68,747.37,762.75,777.79,792.43,M,NS,00,0000,00,19000101
10HPMN,14,07,806.59,820.18,833.10,845.26,856.58,867.08,876.81,885.92,894.64,903.30,M,NS,00,0000,00,19000101
10HPMN,14,08,912.42,922.79,934.89,950.01,970.36,1000.00,,,,,M,NS,00,0000,00,19000101
10HPMN,15,00,.00,5.10,10.17,15.25,20.45,25.79,31.26,36.93,42.81,48.88,M,NS,00,0000,00,19000101
10HPMN,15,01,55.13,61.70,68.51,75.58,82.91,90.49,98.29,106.31,114.50,122.84,M,NS,00,0000,00,19000101
10HPMN,15,02,131.34,139.97,148.75,157.70,166.88,176.29,185.93,195.80,205.90,216.25,M,NS,00,0000,00,19000101
10HPMN,15,03,226.90,237.83,249.06,260.60,272.43,284.56,296.97,309.63,322.53,335.68,M,NS,00,0000,00,19000101
10HPMN,15,04,349.09,362.79,376.81,391.16,405.83,420.79,436.00,451.43,467.05,482.85,M,NS,00,0000,00,19000101
10HPMN,15,05,498.83,515.00,531.35,547.89,564.58,581.40,598.28,615.16,631.98,648.69,M,NS,00,0000,00,19000101
10HPMN,15,06,665.28,681.74,698.07,714.26,730.26,746.03,761.48,776.60,791.31,805.54,M,NS,00,0000,00,19000101
10HPMN,15,07,819.20,832.19,844.41,855.79,866.34,876.12,885.28,894.05,902.75,911.91,M,NS,00,0000,00,19000101
10HPMN,15,08,922.34,934.51,949.72,970.18,1000.00,,,,,,M,NS,00,0000,00,19000101
10HPMN,16,00,.00,5.09,10.20,15.43,20.80,26.29,31.99,37.90,44.00,50.28,M,NS,00,0000,00,19000101
10HPMN,16,01,56.89,63.73,70.83,78.20,85.82,93.66,101.72,109.95,118.34,126.88,M,NS,00,0000,00,19000101
10HPMN,16,02,135.55,144.37,153.37,162.59,172.05,181.75,191.66,201.81,212.22,222.92,M,NS,00,0000,00,19000101
10HPMN,16,03,233.91,245.20,256.79,268.68,280.88,293.34,306.07,319.03,332.25,345.73,M,NS,00,0000,00,19000101
10HPMN,16,04,359.50,373.59,388.01,402.75,417.79,433.08,448.58,464.28,480.16,496.22,M,NS,00,0000,00,19000101
10HPMN,16,05,512.47,528.91,545.53,562.31,579.21,596.18,613.14,630.04,646.84,663.52,M,NS,00,0000,00,19000101
10HPMN,16,06,680.06,696.47,712.74,728.83,744.67,760.20,775.40,790.19,804.49,818.21,M,NS,00,0000,00,19000101
10HPMN,16,07,831.27,843.55,854.99,865.60,875.42,884.63,893.44,902.19,911.40,921.89,M,NS,00,0000,00,19000101
10HPMN,16,08,934.13,949.42,970.01,1000.00,,,,,,,M,NS,00,0000,00,19000101
10HPMN,17,00,.00,5.13,10.39,15.79,21.30,27.03,32.97,39.10,45.42,52.06,M,NS,00,0000,00,19000101
10HPMN,17,01,58.93,66.07,73.48,81.14,89.02,97.12,105.39,113.82,122.40,131.11,M,NS,00,0000,00,19000101
10HPMN,17,02,139.99,149.03,158.30,167.81,177.55,187.51,197.72,208.17,218.93,229.97,M,NS,00,0000,00,19000101
10HPMN,17,03,241.32,252.96,264.92,277.18,289.71,302.49,315.52,328.81,342.35,356.20,M,NS,00,0000,00,19000101
10HPMN,17,04,370.36,384.85,399.66,414.78,430.15,445.73,461.50,477.47,493.61,509.94,M,NS,00,0000,00,19000101
10HPMN,17,05,526.46,543.16,560.03,577.01,594.07,611.11,628.10,644.99,661.75,678.37,M,NS,00,0000,00,19000101
10HPMN,17,06,694.87,711.22,727.38,743.31,758.92,774.19,789.06,803.43,817.22,830.34,M,NS,00,0000,00,19000101
10HPMN,17,07,842.69,854.19,864.85,874.73,883.97,892.84,901.63,910.89,921.44,933.75,M,NS,00,0000,00,19000101
10HPMN,17,08,949.13,969.83,1000.00,,,,,,,,M,NS,00,0000,00,19000101
10HPMN,18,00,.00,5.29,10.71,16.25,22.01,27.98,34.14,40.49,47.17,54.07,M,NS,00,0000,00,19000101
10HPMN,18,01,61.25,68.69,76.39,84.31,92.45,100.77,109.24,117.86,126.62,135.54,M,NS,00,0000,00,19000101
10HPMN,18,02,144.63,153.94,163.50,173.29,183.30,193.56,204.07,214.89,225.98,237.38,M,NS,00,0000,00,19000101
10HPMN,18,03,249.09,261.11,273.43,286.02,298.87,311.97,325.32,338.94,352.85,367.08,M,NS,00,0000,00,19000101
10HPMN,18,04,381.65,396.54,411.73,427.18,442.83,458.69,474.73,490.96,507.37,523.98,M,NS,00,0000,00,19000101
10HPMN,18,05,540.76,557.72,574.79,591.93,609.06,626.14,643.11,659.95,676.66,693.24,M,NS,00,0000,00,19000101
10HPMN,18,06,709.67,725.92,741.93,757.62,772.97,787.91,802.36,816.22,829.41,841.82,M,NS,00,0000,00,19000101
10HPMN,18,07,853.37,864.09,874.02,883.31,892.22,901.07,910.38,920.98,933.36,948.83,M,NS,00,0000,00,19000101
10HPMN,18,08,969.65,1000.00,,,,,,,,,M,NS,00,0000,00,19000101
10HPMN,19,00,.00,5.45,11.03,16.81,22.81,29.01,35.39,42.10,49.04,56.26,M,NS,00,0000,00,19000101
10HPMN,19,01,63.74,71.48,79.44,87.62,95.98,104.50,113.17,121.97,130.93,140.07,M,NS,00,0000,00,19000101
10HPMN,19,02,149.44,159.04,168.88,178.95,189.26,199.83,210.70,221.85,233.31,245.08,M,NS,00,0000,00,19000101
10HPMN,19,03,257.16,269.54,282.20,295.12,308.29,321.71,335.40,349.38,363.69,378.33,M,NS,00,0000,00,19000101
10HPMN,19,04,393.30,408.57,424.10,439.84,455.78,471.91,488.22,504.72,521.41,538.28,M,NS,00,0000,00,19000101
10HPMN,19,05,555.32,572.48,589.71,606.94,624.10,641.16,658.09,674.89,691.56,708.08,M,NS,00,0000,00,19000101
10HPMN,19,06,724.41,740.50,756.27,771.71,786.72,801.25,815.18,828.44,840.91,852.53,M,NS,00,0000,00,19000101
10HPMN,19,07,863.30,873.28,882.63,891.59,900.48,909.84,920.50,932.95,948.51,969.46,M,NS,00,0000,00,19000101
10HPMN,19,08,1000.00,,,,,,,,,,M,NS,00,0000,00,19000101
10HPMN,20,00,.00,5.61,11.43,17.46,23.68,30.10,36.85,43.83,51.08,58.61,M,NS,00,0000,00,19000101
10HPMN,20,01,66.39,74.39,82.62,91.02,99.58,108.30,117.15,126.16,135.35,144.76,M,NS,00,0000,00,19000101
10HPMN,20,02,154.42,164.32,174.44,184.81,195.43,206.36,217.57,229.10,240.93,253.07,M,NS,00,0000,00,19000101
10HPMN,20,03,265.52,278.25,291.24,304.48,317.97,331.73,345.79,360.18,374.90,389.95,M,NS,00,0000,00,19000101
10HPMN,20,04,405.30,420.91,436.73,452.76,468.98,485.38,501.96,518.74,535.71,552.84,M,NS,00,0000,00,19000101
10HPMN,20,05,570.10,587.42,604.74,621.99,639.15,656.17,673.06,689.81,706.42,722.85,M,NS,00,0000,00,19000101
10HPMN,20,06,739.02,754.88,770.39,785.49,800.09,814.11,827.43,839.98,851.66,862.49,M,NS,00,0000,00,19000101
10HPMN,20,07,872.52,881.92,890.93,899.87,909.29,920.01,932.54,948.19,969.27,1000.00,M,NS,00,0000,00,19000101
10HPMN,21,00,.00,5.85,11.92,18.18,24.63,31.41,38.43,45.73,53.29,61.12,M,NS,00,0000,00,19000101
10HPMN,21,01,69.16,77.44,85.89,94.50,103.26,112.17,121.23,130.46,139.93,149.64,M,NS,00,0000,00,19000101
10HPMN,21,02,159.59,169.77,180.19,190.88,201.87,213.14,224.73,236.63,248.84,261.36,M,NS,00,0000,00,19000101
10HPMN,21,03,274.16,287.22,300.53,314.10,327.93,342.07,356.54,371.34,386.47,401.91,M,NS,00,0000,00,19000101
10HPMN,21,04,417.61,433.52,449.64,465.94,482.43,499.11,515.99,533.05,550.28,567.63,M,NS,00,0000,00,19000101
10HPMN,21,05,585.04,602.46,619.81,637.06,654.18,671.16,688.01,704.71,721.22,737.49,M,NS,00,0000,00,19000101
10HPMN,21,06,753.44,769.04,784.22,798.90,812.99,826.39,839.01,850.75,861.64,871.74,M,NS,00,0000,00,19000101
10HPMN,21,07,881.19,890.25,899.24,908.72,919.50,932.10,947.86,969.07,1000.00,,M,NS,00,0000,00,19000101
10HPMN,22,00,.00,6.10,12.40,18.89,25.71,32.77,40.11,47.72,55.59,63.68,M,NS,00,0000,00,19000101
10HPMN,22,01,72.00,80.50,89.16,97.98,106.93,116.04,125.33,134.86,144.62,154.63,M,NS,00,0000,00,19000101
10HPMN,22,02,164.87,175.35,186.10,197.15,208.49,220.15,232.11,244.39,256.99,269.86,M,NS,00,0000,00,19000101
10HPMN,22,03,283.00,296.39,310.03,323.95,338.17,352.72,367.61,382.83,398.36,414.15,M,NS,00,0000,00,19000101
10HPMN,22,04,430.15,446.36,462.76,479.35,496.12,513.10,530.25,547.58,565.03,582.55,M,NS,00,0000,00,19000101
10HPMN,22,05,600.07,617.52,634.87,652.09,669.17,686.11,702.91,719.52,735.89,751.92,M,NS,00,0000,00,19000101
10HPMN,22,06,767.61,782.88,797.65,811.82,825.30,837.99,849.80,860.76,870.91,880.42,M,NS,00,0000,00,19000101
10HPMN,22,07,889.53,898.58,908.11,918.97,931.65,947.51,968.86,1000.00,,,M,NS,00,0000,00,19000101
10HPMN,23,00,.00,6.34,12.87,19.73,26.83,34.21,41.87,49.79,57.93,66.30,M,NS,00,0000,00,19000101
10HPMN,23,01,74.85,83.56,92.43,101.44,110.61,119.96,129.53,139.36,149.43,159.73,M,NS,00,0000,00,19000101
10HPMN,23,02,170.28,181.09,192.21,203.62,215.34,227.38,239.74,252.41,265.36,278.57,M,NS,00,0000,00,19000101
10HPMN,23,03,292.04,305.77,319.77,334.08,348.72,363.70,379.01,394.63,410.51,426.62,M,NS,00,0000,00,19000101
10HPMN,23,04,442.92,459.42,476.11,492.99,510.06,527.32,544.76,562.31,579.94,597.56,M,NS,00,0000,00,19000101
10HPMN,23,05,615.12,632.57,649.89,667.08,684.13,701.03,717.74,734.20,750.33,766.12,M,NS,00,0000,00,19000101
10HPMN,23,06,781.48,796.34,810.60,824.16,836.92,848.81,859.83,870.05,879.61,888.78,M,NS,00,0000,00,19000101
10HPMN,23,07,897.89,907.48,918.41,931.17,947.14,968.64,1000.00,,,,M,NS,00,0000,00,19000101
10HPMN,24,00,.00,6.57,13.48,20.63,28.05,35.76,43.72,51.92,60.34,68.95,M,NS,00,0000,00,19000101
10HPMN,24,01,77.71,86.64,95.70,104.93,114.33,123.97,133.86,143.99,154.36,164.97,M,NS,00,0000,00,19000101
10HPMN,24,02,175.85,187.04,198.52,210.32,222.43,234.87,247.62,260.65,273.95,287.50,M,NS,00,0000,00,19000101
10HPMN,24,03,301.32,315.41,329.80,344.53,359.61,375.01,390.73,406.72,422.92,439.33,M,NS,00,0000,00,19000101
10HPMN,24,04,455.93,472.72,489.71,506.89,524.26,541.80,559.47,577.21,594.94,612.61,M,NS,00,0000,00,19000101
10HPMN,24,05,630.17,647.60,664.90,682.05,699.06,715.87,732.44,748.67,764.56,780.02,M,NS,00,0000,00,19000101
10HPMN,24,06,794.97,809.32,822.96,835.81,847.77,858.86,869.14,878.77,888.00,897.16,M,NS,00,0000,00,19000101
10HPMN,24,07,906.82,917.82,930.68,946.75,968.41,1000.00,,,,,M,NS,00,0000,00,19000101
10HPMN,25,00,.00,6.95,14.15,21.62,29.37,37.39,45.64,54.12,62.78,71.60,M,NS,00,0000,00,19000101
10HPMN,25,01,80.59,89.71,99.00,108.46,118.17,128.12,138.32,148.75,159.43,170.38,M,NS,00,0000,00,19000101
10HPMN,25,02,181.64,193.20,205.08,217.27,229.78,242.61,255.73,269.12,282.76,296.66,M,NS,00,0000,00,19000101
10HPMN,25,03,310.85,325.34,340.16,355.33,370.84,386.67,402.75,419.06,435.58,452.29,M,NS,00,0000,00,19000101
10HPMN,25,04,469.19,486.29,503.58,521.07,538.72,556.50,574.35,592.20,609.99,627.66,M,NS,00,0000,00,19000101
10HPMN,25,05,645.21,662.62,679.88,697.00,713.92,730.60,746.94,762.93,778.49,793.54,M,NS,00,0000,00,19000101
10HPMN,25,06,807.98,821.72,834.64,846.68,857.85,868.20,877.89,887.18,896.41,906.13,M,NS,00,0000,00,19000101
10HPMN,25,07,917.21,930.16,946.35,968.17,1000.00,,,,,,M,NS,00,0000,00,19000101
10HPMN,26,00,.00,7.24,14.77,22.58,30.65,38.96,47.49,56.21,65.10,74.14,M,NS,00,0000,00,19000101
10HPMN,26,01,83.33,92.68,102.21,111.98,122.00,132.27,142.77,153.53,164.56,175.90,M,NS,00,0000,00,19000101
10HPMN,26,02,187.53,199.49,211.77,224.37,237.29,250.50,263.98,277.71,291.71,305.99,M,NS,00,0000,00,19000101
10HPMN,26,03,320.58,335.51,350.79,366.40,382.34,398.53,414.95,431.59,448.41,465.43,M,NS,00,0000,00,19000101
10HPMN,26,04,482.64,500.06,517.66,535.44,553.34,571.32,589.29,607.20,624.99,642.66,M,NS,00,0000,00,19000101
10HPMN,26,05,660.19,677.57,694.81,711.85,728.64,745.09,761.19,776.86,792.01,806.55,M,NS,00,0000,00,19000101
10HPMN,26,06,820.39,833.40,845.53,856.77,867.19,876.95,886.31,895.60,905.40,916.56,M,NS,00,0000,00,19000101
10HPMN,26,07,929.60,945.93,967.92,1000.00,,,,,,,M,NS,00,0000,00,19000101
10HPMN,27,00,.00,7.58,15.44,23.58,31.94,40.54,49.32,58.27,67.38,76.63,M,NS,00,0000,00,19000101
10HPMN,27,01,86.05,95.65,105.49,115.59,125.93,136.50,147.34,158.44,169.86,181.58,M,NS,00,0000,00,19000101
10HPMN,27,02,193.63,205.99,218.69,231.70,245.00,258.58,272.41,286.51,300.90,315.59,M,NS,00,0000,00,19000101
10HPMN,27,03,330.63,346.01,361.74,377.79,394.10,410.64,427.39,444.34,461.48,478.82,M,NS,00,0000,00,19000101
10HPMN,27,04,496.35,514.09,531.99,550.03,568.13,586.23,604.27,622.19,639.98,657.64,M,NS,00,0000,00,19000101
10HPMN,27,05,675.15,692.51,709.67,726.58,743.15,759.37,775.15,790.41,805.06,818.99,M,NS,00,0000,00,19000101
10HPMN,27,06,832.10,844.31,855.64,866.14,875.97,885.40,894.76,904.63,915.88,929.02,M,NS,00,0000,00,19000101
10HPMN,27,07,945.48,967.65,1000.00,,,,,,,,M,NS,00,0000,00,19000101
10HPMN,28,00,.00,7.92,16.12,24.54,33.21,42.06,51.07,60.25,69.57,79.06,M,NS,00,0000,00,19000101
10HPMN,28,01,88.74,98.65,108.82,119.24,129.89,140.81,152.00,163.51,175.31,187.45,M,NS,00,0000,00,19000101
10HPMN,28,02,199.91,212.69,225.81,239.21,252.89,266.83,281.03,295.52,310.33,325.48,M,NS,00,0000,00,19000101
10HPMN,28,03,340.98,356.83,372.99,389.43,406.10,422.97,440.05,457.31,474.78,492.45,M,NS,00,0000,00,19000101
10HPMN,28,04,510.32,528.36,546.53,564.77,583.00,601.18,619.24,637.16,654.95,672.59,M,NS,00,0000,00,19000101
10HPMN,28,05,690.08,707.38,724.41,741.11,757.45,773.35,788.73,803.48,817.52,830.73,M,NS,00,0000,00,19000101
10HPMN,28,06,843.03,854.44,865.02,874.93,884.43,893.87,903.82,915.15,928.41,945.00,M,NS,00,0000,00,19000101
10HPMN,28,07,967.37,1000.00,,,,,,,,,M,NS,00,0000,00,19000101
10HPMN,29,00,.00,8.26,16.75,25.48,34.40,43.49,52.74,62.13,71.70,81.45,M,NS,00,0000,00,19000101
10HPMN,29,01,91.44,101.69,112.19,122.93,133.94,145.21,156.81,168.71,180.94,193.50,M,NS,00,0000,00,19000101
10HPMN,29,02,206.38,219.60,233.11,246.89,260.94,275.26,289.86,304.79,320.06,335.68,M,NS,00,0000,00,19000101
10HPMN,29,03,351.65,367.94,384.51,401.31,418.32,435.52,452.93,470.53,488.34,506.35,M,NS,00,0000,00,19000101
10HPMN,29,04,524.53,542.84,561.23,579.61,597.92,616.13,634.19,652.12,669.90,687.53,M,NS,00,0000,00,19000101
10HPMN,29,05,704.96,722.13,738.96,755.43,771.45,786.95,801.82,815.97,829.29,841.69,M,NS,00,0000,00,19000101
10HPMN,29,06,853.19,863.85,873.84,883.42,892.93,902.96,914.40,927.77,944.51,967.07,M,NS,00,0000,00,19000101
10HPMN,29,07,1000.00,,,,,,,,,,M,NS,00,0000,00,19000101
10HPMN,30,00,.00,8.56,17.36,26.36,35.52,44.85,54.32,63.96,73.79,83.86,M,NS,00,0000,00,19000101
10HPMN,30,01,94.20,104.78,115.61,126.71,138.07,149.77,161.77,174.10,186.76,199.75,M,NS,00,0000,00,19000101
10HPMN,30,02,213.07,226.69,240.59,254.76,269.19,283.92,298.96,314.35,330.11,346.21,M,NS,00,0000,00,19000101
10HPMN,30,03,362.64,379.34,396.27,413.42,430.77,448.32,466.07,484.02,502.18,520.51,M,NS,00,0000,00,19000101
10HPMN,30,04,538.97,557.51,576.04,594.50,612.86,631.07,649.14,667.07,684.84,702.42,M,NS,00,0000,00,19000101
10HPMN,30,05,719.73,736.70,753.30,769.45,785.08,800.08,814.34,827.77,840.27,851.87,M,NS,00,0000,00,19000101
10HPMN,30,06,862.62,872.69,882.35,891.94,902.06,913.60,927.09,943.98,966.76,1000.00,M,NS,00,0000,00,19000101
10HPMN,31,00,.00,8.88,17.95,27.19,36.59,46.15,55.87,65.78,75.94,86.36,M,NS,00,0000,00,19000101
10HPMN,31,01,97.04,107.96,119.15,130.61,142.41,154.51,166.94,179.71,192.82,206.25,M,NS,00,0000,00,19000101
10HPMN,31,02,219.99,234.00,248.29,262.85,277.70,292.87,308.40,324.28,340.52,357.09,M,NS,00,0000,00,19000101
10HPMN,31,03,373.93,391.01,408.31,425.80,443.50,461.40,479.51,497.82,516.30,534.92,M,NS,00,0000,00,19000101
10HPMN,31,04,553.62,572.30,590.93,609.44,627.81,646.03,664.11,682.04,699.76,717.22,M,NS,00,0000,00,19000101
10HPMN,31,05,734.33,751.08,767.37,783.13,798.25,812.64,826.18,838.79,850.49,861.33,M,NS,00,0000,00,19000101
10HPMN,31,06,871.49,881.23,890.91,901.12,912.76,926.38,943.43,966.43,1000.00,,M,NS,00,0000,00,19000101
10HPMN,32,00,.00,9.15,18.47,27.96,37.60,47.41,57.41,67.66,78.17,88.94,M,NS,00,0000,00,19000101
10HPMN,32,01,99.96,111.25,122.81,134.71,146.92,159.46,172.34,185.56,199.12,212.97,M,NS,00,0000,00,19000101
10HPMN,32,02,227.11,241.52,256.21,271.19,286.50,302.16,318.19,334.57,351.28,368.28,M,NS,00,0000,00,19000101
10HPMN,32,03,385.51,402.95,420.60,438.46,456.52,474.78,493.25,511.90,530.69,549.55,M,NS,00,0000,00,19000101
10HPMN,32,04,568.40,587.19,605.86,624.39,642.78,661.02,679.10,696.98,714.60,731.86,M,NS,00,0000,00,19000101
10HPMN,32,05,748.75,765.19,781.09,796.34,810.86,824.52,837.24,849.04,859.98,870.23,M,NS,00,0000,00,19000101
10HPMN,32,06,880.06,889.83,900.14,911.89,925.64,942.86,966.09,1000.00,,,M,NS,00,0000,00,19000101
10HPMN,33,00,.00,9.41,18.98,28.71,38.61,48.70,59.04,69.65,80.52,91.64,M,NS,00,0000,00,19000101
10HPMN,33,01,103.03,114.70,126.70,139.02,151.68,164.68,178.02,191.69,205.68,219.95,M,NS,00,0000,00,19000101
10HPMN,33,02,234.49,249.31,264.43,279.87,295.68,311.85,328.38,345.25,362.40,379.78,M,NS,00,0000,00,19000101
10HPMN,33,03,397.39,415.20,433.21,451.44,469.87,488.51,507.33,526.28,545.31,564.34,M,NS,00,0000,00,19000101
10HPMN,33,04,583.30,602.14,620.84,639.40,657.80,676.05,694.09,711.87,729.28,746.33,M,NS,00,0000,00,19000101
10HPMN,33,05,762.92,778.96,794.36,809.00,822.79,835.63,847.54,858.58,868.93,878.85,M,NS,00,0000,00,19000101
10HPMN,33,06,888.71,899.12,910.98,924.87,942.26,965.73,1000.00,,,,M,NS,00,0000,00,19000101
10HPMN,34,00,.00,9.67,19.48,29.47,39.66,50.10,60.81,71.78,83.00,94.50,M,NS,00,0000,00,19000101
10HPMN,34,01,106.27,118.39,130.83,143.60,156.72,170.19,183.99,198.11,212.51,227.19,M,NS,00,0000,00,19000101
10HPMN,34,02,242.15,257.41,273.00,288.95,305.27,321.96,338.98,356.29,373.84,391.61,M,NS,00,0000,00,19000101
10HPMN,34,03,409.59,427.77,446.17,464.77,483.59,502.58,521.71,540.92,560.12,579.26,M,NS,00,0000,00,19000101
10HPMN,34,04,598.28,617.16,635.89,654.46,672.88,691.09,709.03,726.61,743.82,760.56,M,NS,00,0000,00,19000101
10HPMN,34,05,776.76,792.30,807.08,821.00,833.96,845.98,857.12,867.57,877.59,887.55,M,NS,00,0000,00,19000101
10HPMN,34,06,898.06,910.04,924.07,941.65,965.36,1000.00,,,,,M,NS,00,0000,00,19000101
10HPMN,35,00,.00,9.91,20.00,30.28,40.82,51.63,62.71,74.04,85.65,97.54,M,NS,00,0000,00,19000101
10HPMN,35,01,109.77,122.33,135.23,148.47,162.07,176.01,190.25,204.80,219.61,234.72,M,NS,00,0000,00,19000101
10HPMN,35,02,250.12,265.87,281.97,298.45,315.30,332.48,349.96,367.68,385.62,403.77,M,NS,00,0000,00,19000101
10HPMN,35,03,422.13,440.70,459.48,478.48,497.66,516.97,536.36,555.75,575.07,594.27,M,NS,00,0000,00,19000101
10HPMN,35,04,613.33,632.24,651.00,669.59,687.98,706.09,723.84,741.22,758.12,774.47,M,NS,00,0000,00,19000101
10HPMN,35,05,790.16,805.09,819.14,832.22,844.36,855.62,866.16,876.28,886.34,896.96,M,NS,00,0000,00,19000101
10HPMN,35,06,909.06,923.24,941.01,964.98,1000.00,,,,,,M,NS,00,0000,00,19000101
10HPMN,36,00,.00,10.19,20.57,31.22,42.13,53.32,64.76,76.48,88.49,100.85,M,NS,00,0000,00,19000101
10HPMN,36,01,113.52,126.55,139.93,153.66,167.73,182.12,196.81,211.77,227.03,242.58,M,NS,00,0000,00,19000101
10HPMN,36,02,258.48,274.74,291.39,308.40,325.76,343.40,361.29,379.41,397.74,416.28,M,NS,00,0000,00,19000101
10HPMN,36,03,435.04,454.01,473.19,492.56,512.06,531.65,551.23,570.74,590.13,609.37,M,NS,00,0000,00,19000101
10HPMN,36,04,628.47,647.41,666.19,684.76,703.05,720.98,738.52,755.59,772.10,787.95,M,NS,00,0000,00,19000101
10HPMN,36,05,803.02,817.21,830.43,842.69,854.05,864.71,874.93,885.09,895.82,908.05,M,NS,00,0000,00,19000101
10HPMN,36,06,922.38,940.34,964.59,1000.00,,,,,,,M,NS,00,0000,00,19000101
10HPMN,37,00,.00,10.49,21.24,32.27,43.57,55.13,66.97,79.10,91.58,104.39,M,NS,00,0000,00,19000101
10HPMN,37,01,117.55,131.06,144.92,159.14,173.68,188.51,203.63,219.04,234.75,250.81,M,NS,00,0000,00,19000101
10HPMN,37,02,267.24,284.05,301.23,318.77,336.60,354.67,372.97,391.49,410.22,429.16,M,NS,00,0000,00,19000101
10HPMN,37,03,448.32,467.70,487.26,506.97,526.75,546.53,566.23,585.82,605.26,624.55,M,NS,00,0000,00,19000101
10HPMN,37,04,643.69,662.66,681.41,699.89,718.00,735.72,752.96,769.64,785.65,800.88,M,NS,00,0000,00,19000101
10HPMN,37,05,815.21,828.56,840.95,852.43,863.20,873.52,883.79,894.63,907.00,921.49,M,NS,00,0000,00,19000101
10HPMN,37,06,939.65,964.17,1000.00,,,,,,,,M,NS,00,0000,00,19000101
10HPMN,38,00,.00,10.86,22.01,33.42,45.10,57.07,69.32,81.94,94.87,108.17,M,NS,00,0000,00,19000101
10HPMN,38,01,121.83,135.84,150.21,164.89,179.88,195.16,210.72,226.60,242.83,259.43,M,NS,00,0000,00,19000101
10HPMN,38,02,276.42,293.78,311.50,329.51,347.77,366.27,384.98,403.90,423.04,442.41,M,NS,00,0000,00,19000101
10HPMN,38,03,461.98,481.75,501.66,521.65,541.63,561.55,581.34,600.99,620.48,639.81,M,NS,00,0000,00,19000101
10HPMN,38,04,658.98,677.93,696.60,714.90,732.81,750.23,767.09,783.26,798.65,813.13,M,NS,00,0000,00,19000101
10HPMN,38,05,826.62,839.14,850.74,861.62,872.06,882.44,893.40,905.91,920.56,938.93,M,NS,00,0000,00,19000101
10HPMN,38,06,963.74,1000.00,,,,,,,,,M,NS,00,0000,00,19000101
10HPMN,39,00,.00,11.27,22.81,34.61,46.70,59.09,71.84,84.92,98.36,112.16,M,NS,00,0000,00,19000101
10HPMN,39,01,126.33,140.85,155.70,170.85,186.29,202.02,218.08,234.48,251.26,268.43,M,NS,00,0000,00,19000101
10HPMN,39,02,285.98,303.89,322.10,340.55,359.25,378.16,397.29,416.64,436.21,456.00,M,NS,00,0000,00,19000101
10HPMN,39,03,475.98,496.11,516.32,536.52,556.65,576.65,596.51,616.21,635.76,655.13,M,NS,00,0000,00,19000101
10HPMN,39,04,674.29,693.16,711.66,729.76,747.37,764.41,780.76,796.31,810.95,824.59,M,NS,00,0000,00,19000101
10HPMN,39,05,837.24,848.98,859.97,870.53,881.03,892.11,904.77,919.59,938.18,963.30,M,NS,00,0000,00,19000101
10HPMN,39,06,1000.00,,,,,,,,,,M,NS,00,0000,00,19000101
10HPMN,40,00,.00,11.67,23.61,35.84,48.37,61.26,74.48,88.08,102.03,116.35,M,NS,00,0000,00,19000101
10HPMN,40,01,131.04,146.05,161.37,176.99,192.90,209.13,225.72,242.69,260.05,277.80,M,NS,00,0000,00,19000101
10HPMN,40,02,295.91,314.32,332.99,351.89,371.02,390.36,409.92,429.72,449.73,469.94,M,NS,00,0000,00,19000101
10HPMN,40,03,490.29,510.72,531.15,551.50,571.74,591.82,611.74,631.50,651.09,670.47,M,NS,00,0000,00,19000101
10HPMN,40,04,689.55,708.26,726.56,744.37,761.60,778.13,793.86,808.67,822.46,835.26,M,NS,00,0000,00,19000101
10HPMN,40,05,847.12,858.25,868.93,879.55,890.76,903.57,918.57,937.40,962.83,1000.00,M,NS,00,0000,00,19000101
10HPMN,41,00,.00,12.08,24.45,37.12,50.16,63.54,77.30,91.41,105.90,120.76,M,NS,00,0000,00,19000101
10HPMN,41,01,135.95,151.45,167.24,183.34,199.76,216.54,233.70,251.27,269.22,287.55,M,NS,00,0000,00,19000101
10HPMN,41,02,306.17,325.05,344.18,363.53,383.09,402.89,422.91,443.16,463.60,484.19,M,NS,00,0000,00,19000101
10HPMN,41,03,504.86,525.52,546.11,566.58,586.90,607.05,627.04,646.86,666.46,685.77,M,NS,00,0000,00,19000101
10HPMN,41,04,704.69,723.21,741.23,758.66,775.39,791.30,806.28,820.23,833.17,845.18,M,NS,00,0000,00,19000101
10HPMN,41,05,856.44,867.24,877.99,889.35,902.31,917.50,936.57,962.33,1000.00,,M,NS,00,0000,00,19000101
10HPMN,42,00,.00,12.52,25.35,38.55,52.09,66.00,80.29,94.95,109.99,125.36,M,NS,00,0000,00,19000101
10HPMN,42,01,141.05,157.03,173.32,189.94,206.92,224.30,242.07,260.24,278.79,297.64,M,NS,00,0000,00,19000101
10HPMN,42,02,316.75,336.10,355.68,375.49,395.52,415.78,436.27,456.96,477.80,498.72,M,NS,00,0000,00,19000101
